Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Is Training
430000,1.4110495,96.8125,0.9473391,0.08479031,2.5053965625010037,2.5053965625010037,0.01029955639847015,0.044347774,0.108511575,0.00027428992,0.19143,0.004572355,0.03248105,0.3938011,1.0
440000,1.4097828,91.43518518518519,0.9658503,0.0700762,2.2916841545590647,2.2916841545590647,0.061618712489251735,0.114832416,0.090482906,0.00027382263,0.19127418,0.004564583,0.03369455,0.39507443,1.0
450000,1.4092134,94.16190476190476,0.99297166,0.06541948,2.602329778103601,2.602329778103601,0.059342984247043554,0.04418912,0.110723205,0.0002733613,0.1911204,0.0045569087,0.030764787,0.389193,1.0
460000,1.4091078,89.6788990825688,1.0408866,0.06520987,2.2597983824003727,2.2597983824003727,0.056873710159588295,0.097344354,0.08130893,0.0002726746,0.1908915,0.004545487,0.031129403,0.390997,1.0
470000,1.4087542,91.46153846153847,0.9892971,0.06574342,2.043179001694634,2.043179001694634,0.0607575266849294,0.156604,0.11085613,0.00027197134,0.19065712,0.0045337896,0.031142078,0.39661628,1.0
480000,1.4077992,97.57009345794393,0.8971776,0.06350074,2.81495316664003,2.81495316664003,0.06272138782363948,0.06713317,0.11427496,0.00027150035,0.19050008,0.004525955,0.03480987,0.3996308,1.0
490000,1.4068737,77.696,1.0029956,0.064797655,2.6489987297663613,2.6489987297663613,0.05266290970723189,0.09940131,0.07056921,0.00027104138,0.19034716,0.0045183217,0.030287387,0.38536787,1.0
500000,1.4069943,66.13422818791946,1.0554672,0.059041202,2.4164214255036534,2.4164214255036534,0.0509243634626949,0.10949436,0.1208753,0.0002703775,0.19012582,0.0045072786,0.034040987,0.39106423,1.0
510000,1.4072046,76.48837209302326,1.0814087,0.05653187,2.571480845758157,2.571480845758157,0.04952690058817379,0.10756363,0.10148556,0.00026974521,0.18991509,0.004496761,0.036794223,0.3944339,1.0
520000,1.4063495,68.8881118881119,1.054142,0.06298564,2.0498001819307152,2.0498001819307152,0.04273134450895477,0.14058313,0.10290278,0.00026909332,0.18969776,0.0044859173,0.030209532,0.38959968,1.0
530000,1.4064423,71.94285714285714,1.0562006,0.063513495,2.7262716868094037,2.7262716868094037,0.04340754222731838,0.11948425,0.12413828,0.00026844486,0.18948157,0.0044751316,0.03007349,0.39073217,1.0
540000,1.4070715,78.59016393442623,1.1087408,0.061960056,2.8579236742902974,2.8579236742902974,0.052012100758996684,0.11920664,0.11098153,0.00026800114,0.18933369,0.004467751,0.030802445,0.39083037,1.0
550000,1.4069682,72.23913043478261,1.1628461,0.056129117,2.6086280501407124,2.6086280501407124,0.04506674392040873,0.13032877,0.1011288,0.00026733906,0.18911302,0.0044567394,0.031093474,0.39290795,1.0
